timestamp,entry_id,soil1,soil2,temperature,humidity,light,decision,soil_avg,soil_diff
2025-11-25 17:04:03+00:00,94,309.0,365.0,16.8,68.8,91,0,337.0,56.0
2025-11-25 17:04:23+00:00,95,308.0,364.0,16.8,69.0,92,0,336.0,56.0
2025-11-25 17:04:43+00:00,96,309.0,365.0,16.9,68.8,92,0,337.0,56.0
2025-11-25 17:05:03+00:00,97,309.0,365.0,16.9,68.8,92,0,337.0,56.0
2025-11-25 17:05:23+00:00,98,309.0,365.0,16.9,68.8,92,0,337.0,56.0
2025-11-25 17:05:43+00:00,99,309.0,366.0,16.9,68.6,92,0,337.5,57.0
2025-11-25 17:06:03+00:00,100,309.0,365.0,16.8,68.7,92,0,337.0,56.0
2025-11-25 17:06:23+00:00,101,309.0,365.0,16.9,68.6,92,0,337.0,56.0
2025-11-25 17:06:43+00:00,102,309.0,366.0,16.8,68.6,93,0,337.5,57.0
2025-11-25 17:07:02+00:00,103,309.0,365.0,16.9,68.7,92,0,337.0,56.0
2025-11-25 17:07:23+00:00,104,308.0,365.0,16.9,68.7,92,0,336.5,57.0
2025-11-25 17:07:43+00:00,105,309.0,366.0,16.9,68.7,91,0,337.5,57.0
2025-11-25 17:08:03+00:00,106,308.0,364.0,16.9,68.9,92,0,336.0,56.0
2025-11-25 17:08:23+00:00,107,308.0,365.0,16.9,68.9,91,0,336.5,57.0
2025-11-25 17:08:43+00:00,108,309.0,365.0,16.9,68.7,91,0,337.0,56.0
2025-11-25 17:09:03+00:00,109,309.0,366.0,16.9,68.6,92,0,337.5,57.0
2025-11-25 17:09:23+00:00,110,308.0,363.0,16.9,68.5,91,0,335.5,55.0
2025-11-25 17:09:43+00:00,111,309.0,365.0,16.9,68.9,91,0,337.0,56.0
2025-11-25 17:10:02+00:00,112,309.0,365.0,16.9,68.6,91,0,337.0,56.0
2025-11-25 17:10:26+00:00,113,308.0,365.0,16.9,68.8,91,0,336.5,57.0
2025-11-25 17:10:43+00:00,114,309.0,364.0,16.9,68.7,92,0,336.5,55.0
2025-11-25 17:11:03+00:00,115,309.0,365.0,17.0,68.4,71,0,337.0,56.0
2025-11-25 17:11:23+00:00,116,308.0,364.0,16.9,68.1,92,0,336.0,56.0
2025-11-25 17:11:42+00:00,117,308.0,364.0,16.9,67.9,364,0,336.0,56.0
2025-11-25 17:12:03+00:00,118,309.0,365.0,16.9,67.8,364,0,337.0,56.0
2025-11-25 17:12:22+00:00,119,309.0,364.0,17.0,67.8,373,0,336.5,55.0
2025-11-25 17:12:43+00:00,120,309.0,365.0,16.9,67.8,380,0,337.0,56.0
2025-11-25 17:13:03+00:00,121,307.0,364.0,16.9,68.0,91,0,335.5,57.0
2025-11-25 17:13:23+00:00,122,310.0,367.0,16.9,68.3,92,0,338.5,57.0
2025-11-25 17:13:43+00:00,123,309.0,365.0,16.9,68.4,91,0,337.0,56.0
2025-11-25 17:14:03+00:00,124,309.0,365.0,16.9,68.1,92,0,337.0,56.0
2025-11-25 17:14:23+00:00,125,309.0,365.0,16.9,68.0,91,0,337.0,56.0
2025-11-25 17:14:43+00:00,126,308.0,364.0,16.9,68.1,92,0,336.0,56.0
2025-11-25 17:15:03+00:00,127,309.0,365.0,16.9,68.1,92,0,337.0,56.0
2025-11-25 17:15:23+00:00,128,309.0,365.0,16.9,68.2,92,0,337.0,56.0
2025-11-25 17:15:42+00:00,129,309.0,365.0,16.9,68.3,92,0,337.0,56.0
2025-11-25 17:16:03+00:00,130,310.0,365.0,16.9,68.3,92,0,337.5,55.0
2025-11-25 17:16:23+00:00,131,309.0,366.0,16.9,68.4,92,0,337.5,57.0
2025-11-25 17:16:43+00:00,132,309.0,365.0,16.9,68.5,93,0,337.0,56.0
2025-11-25 17:17:03+00:00,133,308.0,365.0,16.9,68.7,92,0,336.5,57.0
2025-11-25 17:17:23+00:00,134,308.0,365.0,16.9,68.7,92,0,336.5,57.0
2025-11-25 17:17:43+00:00,135,308.0,365.0,16.9,68.7,92,0,336.5,57.0
2025-11-25 17:18:03+00:00,136,308.0,366.0,16.9,68.7,93,0,337.0,58.0
2025-11-25 17:18:23+00:00,137,309.0,365.0,16.9,68.5,92,0,337.0,56.0
2025-11-25 17:18:43+00:00,138,309.0,366.0,16.9,68.6,92,0,337.5,57.0
2025-11-25 17:19:03+00:00,139,310.0,366.0,16.9,68.6,92,0,338.0,56.0
2025-11-25 17:19:23+00:00,140,308.0,365.0,16.9,68.7,93,0,336.5,57.0
2025-11-25 17:19:43+00:00,141,309.0,366.0,16.9,68.7,92,0,337.5,57.0
2025-11-25 17:20:03+00:00,142,309.0,365.0,16.9,68.8,93,0,337.0,56.0
2025-11-25 17:20:23+00:00,143,309.0,366.0,16.9,68.7,92,0,337.5,57.0
2025-11-25 17:20:43+00:00,144,308.0,365.0,16.9,68.7,93,0,336.5,57.0
2025-11-25 17:21:03+00:00,145,309.0,365.0,16.9,68.7,93,0,337.0,56.0
2025-11-25 17:21:23+00:00,146,309.0,365.0,16.9,68.5,93,0,337.0,56.0
2025-11-25 17:21:43+00:00,147,309.0,365.0,16.9,68.8,93,0,337.0,56.0
2025-11-25 17:22:03+00:00,148,309.0,365.0,16.9,68.6,92,0,337.0,56.0
2025-11-25 17:22:23+00:00,149,308.0,365.0,16.9,68.5,92,0,336.5,57.0
2025-11-25 17:22:43+00:00,150,308.0,365.0,16.9,68.6,92,0,336.5,57.0
2025-11-25 17:23:03+00:00,151,308.0,364.0,16.9,68.5,92,0,336.0,56.0
2025-11-25 17:23:23+00:00,152,309.0,365.0,16.9,68.6,92,0,337.0,56.0
2025-11-25 17:23:43+00:00,153,309.0,365.0,16.9,68.5,92,0,337.0,56.0
2025-11-25 17:24:03+00:00,154,308.0,365.0,16.9,68.4,93,0,336.5,57.0
2025-11-25 17:24:23+00:00,155,308.0,365.0,16.9,68.5,93,0,336.5,57.0
2025-11-25 17:24:43+00:00,156,309.0,366.0,16.9,68.7,93,0,337.5,57.0
2025-11-25 17:25:03+00:00,157,308.0,365.0,16.9,68.5,92,0,336.5,57.0
2025-11-25 17:25:23+00:00,158,309.0,365.0,17.0,68.5,94,0,337.0,56.0
2025-11-25 17:25:43+00:00,159,309.0,365.0,17.0,68.6,93,0,337.0,56.0
2025-11-25 17:26:03+00:00,160,310.0,365.0,16.9,68.5,93,0,337.5,55.0
2025-11-25 17:26:23+00:00,161,308.0,365.0,16.9,68.5,93,0,336.5,57.0
2025-11-25 17:26:43+00:00,162,308.0,365.0,16.9,68.6,92,0,336.5,57.0
2025-11-25 17:27:03+00:00,163,310.0,366.0,17.0,68.8,92,0,338.0,56.0
2025-11-25 17:27:23+00:00,164,310.0,365.0,17.0,68.9,92,0,337.5,55.0
2025-11-25 17:27:43+00:00,165,309.0,365.0,17.0,68.7,92,0,337.0,56.0
2025-11-25 17:28:03+00:00,166,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:28:23+00:00,167,309.0,365.0,17.0,68.6,92,0,337.0,56.0
2025-11-25 17:28:43+00:00,168,309.0,366.0,17.0,68.5,92,0,337.5,57.0
2025-11-25 17:29:03+00:00,169,309.0,366.0,17.0,68.6,92,0,337.5,57.0
2025-11-25 17:29:23+00:00,170,309.0,365.0,17.0,68.5,93,0,337.0,56.0
2025-11-25 17:29:43+00:00,171,309.0,365.0,17.0,68.5,93,0,337.0,56.0
2025-11-25 17:30:21+00:00,172,308.0,365.0,17.0,68.6,92,0,336.5,57.0
2025-11-25 17:30:40+00:00,173,309.0,365.0,17.0,68.7,93,0,337.0,56.0
2025-11-25 17:31:00+00:00,174,309.0,365.0,17.0,68.6,92,0,337.0,56.0
2025-11-25 17:31:20+00:00,175,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:31:40+00:00,176,309.0,366.0,17.0,68.3,93,0,337.5,57.0
2025-11-25 17:32:00+00:00,177,309.0,365.0,17.0,68.1,92,0,337.0,56.0
2025-11-25 17:32:20+00:00,178,310.0,366.0,17.0,68.2,93,0,338.0,56.0
2025-11-25 17:32:40+00:00,179,309.0,366.0,17.0,68.3,92,0,337.5,57.0
2025-11-25 17:33:00+00:00,180,309.0,365.0,17.0,68.5,93,0,337.0,56.0
2025-11-25 17:33:20+00:00,181,309.0,366.0,17.0,68.7,92,0,337.5,57.0
2025-11-25 17:33:40+00:00,182,309.0,365.0,17.0,68.6,93,0,337.0,56.0
2025-11-25 17:34:00+00:00,183,309.0,366.0,17.0,68.5,92,0,337.5,57.0
2025-11-25 17:34:20+00:00,184,308.0,365.0,17.0,68.4,93,0,336.5,57.0
2025-11-25 17:34:40+00:00,185,309.0,365.0,17.0,68.4,93,0,337.0,56.0
2025-11-25 17:35:00+00:00,186,308.0,364.0,17.0,68.2,93,0,336.0,56.0
2025-11-25 17:35:20+00:00,187,309.0,365.0,17.0,68.2,93,0,337.0,56.0
2025-11-25 17:35:40+00:00,188,309.0,366.0,17.0,68.4,93,0,337.5,57.0
2025-11-25 17:36:00+00:00,189,309.0,367.0,17.0,68.4,92,0,338.0,58.0
2025-11-25 17:36:20+00:00,190,309.0,365.0,17.0,68.4,93,0,337.0,56.0
2025-11-25 17:36:40+00:00,191,309.0,366.0,17.0,68.4,93,0,337.5,57.0
2025-11-25 17:37:00+00:00,192,310.0,366.0,17.0,68.5,93,0,338.0,56.0
2025-11-25 17:37:20+00:00,193,309.0,365.0,17.0,68.5,93,0,337.0,56.0
2025-11-25 17:37:40+00:00,194,309.0,365.0,17.0,68.4,92,0,337.0,56.0
2025-11-25 17:38:00+00:00,195,309.0,365.0,17.0,68.3,92,0,337.0,56.0
2025-11-25 17:38:20+00:00,196,310.0,367.0,17.0,68.3,92,0,338.5,57.0
2025-11-25 17:38:40+00:00,197,309.0,365.0,17.0,68.1,93,0,337.0,56.0
2025-11-25 17:39:00+00:00,198,309.0,366.0,17.0,68.0,92,0,337.5,57.0
2025-11-25 17:39:20+00:00,199,308.0,365.0,17.0,68.0,93,0,336.5,57.0
2025-11-25 17:39:40+00:00,200,309.0,365.0,17.0,68.0,92,0,337.0,56.0
2025-11-25 17:40:00+00:00,201,310.0,366.0,17.0,68.3,92,0,338.0,56.0
2025-11-25 17:40:20+00:00,202,309.0,365.0,17.0,68.3,92,0,337.0,56.0
2025-11-25 17:40:40+00:00,203,310.0,366.0,17.0,68.6,92,0,338.0,56.0
2025-11-25 17:41:00+00:00,204,309.0,365.0,17.0,68.7,92,0,337.0,56.0
2025-11-25 17:41:20+00:00,205,309.0,365.0,17.0,68.7,93,0,337.0,56.0
2025-11-25 17:41:40+00:00,206,309.0,365.0,17.0,68.6,94,0,337.0,56.0
2025-11-25 17:42:00+00:00,207,309.0,366.0,17.0,68.6,93,0,337.5,57.0
2025-11-25 17:42:20+00:00,208,310.0,366.0,17.0,68.6,93,0,338.0,56.0
2025-11-25 17:42:40+00:00,209,309.0,365.0,17.0,68.6,94,0,337.0,56.0
2025-11-25 17:43:00+00:00,210,309.0,366.0,17.0,68.5,93,0,337.5,57.0
2025-11-25 17:43:20+00:00,211,310.0,365.0,17.0,68.4,93,0,337.5,55.0
2025-11-25 17:43:40+00:00,212,309.0,366.0,17.0,68.4,93,0,337.5,57.0
2025-11-25 17:44:00+00:00,213,310.0,366.0,17.0,68.3,93,0,338.0,56.0
2025-11-25 17:44:20+00:00,214,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:44:40+00:00,215,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:45:00+00:00,216,309.0,366.0,17.0,68.3,92,0,337.5,57.0
2025-11-25 17:45:20+00:00,217,309.0,366.0,17.0,68.2,92,0,337.5,57.0
2025-11-25 17:45:40+00:00,218,309.0,365.0,17.0,68.2,92,0,337.0,56.0
2025-11-25 17:46:00+00:00,219,309.0,365.0,17.0,68.4,91,0,337.0,56.0
2025-11-25 17:46:20+00:00,220,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:46:40+00:00,221,309.0,366.0,17.0,68.5,92,0,337.5,57.0
2025-11-25 17:47:00+00:00,222,308.0,365.0,17.0,68.4,92,0,336.5,57.0
2025-11-25 17:47:20+00:00,223,308.0,364.0,17.1,68.4,92,0,336.0,56.0
2025-11-25 17:47:40+00:00,224,309.0,365.0,17.0,68.5,92,0,337.0,56.0
2025-11-25 17:48:00+00:00,225,309.0,365.0,17.1,68.5,92,0,337.0,56.0
2025-11-25 17:48:20+00:00,226,310.0,366.0,17.1,68.3,91,0,338.0,56.0
2025-11-25 17:48:40+00:00,227,309.0,365.0,17.1,68.3,92,0,337.0,56.0
2025-11-25 17:49:00+00:00,228,309.0,366.0,17.1,68.3,92,0,337.5,57.0
2025-11-25 17:49:20+00:00,229,309.0,365.0,17.1,68.2,92,0,337.0,56.0
2025-11-25 17:49:40+00:00,230,309.0,366.0,17.1,68.3,92,0,337.5,57.0
2025-11-25 17:50:00+00:00,231,309.0,365.0,17.0,68.4,92,0,337.0,56.0
2025-11-25 17:50:20+00:00,232,310.0,365.0,17.0,68.4,92,0,337.5,55.0
2025-11-25 17:50:40+00:00,233,309.0,365.0,17.1,68.3,91,0,337.0,56.0
2025-11-25 17:51:00+00:00,234,309.0,366.0,17.1,68.4,92,0,337.5,57.0
2025-11-25 17:51:20+00:00,235,309.0,365.0,17.0,68.2,91,0,337.0,56.0
2025-11-25 17:51:40+00:00,236,309.0,365.0,17.1,68.4,92,0,337.0,56.0
2025-11-25 17:52:00+00:00,237,309.0,365.0,17.0,68.3,93,0,337.0,56.0
2025-11-25 17:52:20+00:00,238,309.0,366.0,17.0,68.3,92,0,337.5,57.0
2025-11-25 17:52:40+00:00,239,309.0,366.0,17.1,68.3,93,0,337.5,57.0
2025-11-25 17:53:00+00:00,240,309.0,365.0,17.1,68.4,93,0,337.0,56.0
2025-11-25 17:53:20+00:00,241,309.0,366.0,17.1,68.3,93,0,337.5,57.0
2025-11-25 17:53:40+00:00,242,309.0,365.0,17.1,68.3,93,0,337.0,56.0
2025-11-25 17:54:00+00:00,243,309.0,365.0,17.0,68.3,94,0,337.0,56.0
2025-11-25 17:54:20+00:00,244,309.0,365.0,17.1,68.3,92,0,337.0,56.0
2025-11-25 17:54:40+00:00,245,309.0,365.0,17.1,68.4,92,0,337.0,56.0
2025-11-25 17:55:00+00:00,246,309.0,365.0,17.1,68.3,92,0,337.0,56.0
2025-11-25 17:55:20+00:00,247,310.0,366.0,17.1,68.4,93,0,338.0,56.0
2025-11-25 17:55:40+00:00,248,310.0,366.0,17.1,68.5,92,0,338.0,56.0
2025-11-25 17:56:00+00:00,249,309.0,365.0,17.1,68.5,92,0,337.0,56.0
2025-11-25 17:56:20+00:00,250,309.0,366.0,17.1,68.5,93,0,337.5,57.0
2025-11-25 17:56:40+00:00,251,309.0,365.0,17.1,68.4,93,0,337.0,56.0
2025-11-25 17:57:00+00:00,252,309.0,365.0,17.1,68.3,91,0,337.0,56.0
2025-11-25 17:57:20+00:00,253,309.0,365.0,17.1,68.4,92,0,337.0,56.0
2025-11-25 17:57:40+00:00,254,309.0,366.0,17.1,68.3,93,0,337.5,57.0
2025-11-25 17:58:00+00:00,255,310.0,366.0,17.1,68.2,93,0,338.0,56.0
2025-11-25 17:58:20+00:00,256,309.0,365.0,17.1,68.2,94,0,337.0,56.0
2025-11-25 17:58:40+00:00,257,309.0,365.0,17.1,68.4,93,0,337.0,56.0
2025-11-25 17:59:00+00:00,258,309.0,366.0,17.1,68.5,93,0,337.5,57.0
2025-11-25 17:59:20+00:00,259,309.0,366.0,17.1,68.4,93,0,337.5,57.0
2025-11-25 17:59:40+00:00,260,308.0,365.0,17.1,68.3,92,0,336.5,57.0
2025-11-25 18:00:00+00:00,261,309.0,366.0,17.1,68.5,93,0,337.5,57.0
2025-11-25 18:00:20+00:00,262,308.0,365.0,17.1,68.4,93,0,336.5,57.0
2025-11-25 18:00:40+00:00,263,309.0,366.0,17.1,68.3,93,0,337.5,57.0
2025-11-25 18:01:00+00:00,264,309.0,365.0,17.1,68.4,93,0,337.0,56.0
2025-11-25 18:01:20+00:00,265,308.0,365.0,17.1,68.3,93,0,336.5,57.0
2025-11-25 18:01:40+00:00,266,309.0,365.0,17.1,68.5,93,0,337.0,56.0
2025-11-25 18:02:00+00:00,267,309.0,366.0,17.1,68.4,93,0,337.5,57.0
2025-11-25 18:02:20+00:00,268,309.0,365.0,17.1,68.4,93,0,337.0,56.0
2025-11-25 18:02:40+00:00,269,309.0,366.0,17.1,68.5,93,0,337.5,57.0
2025-11-25 18:03:00+00:00,270,309.0,365.0,17.1,68.3,93,0,337.0,56.0
2025-11-25 18:03:20+00:00,271,309.0,366.0,17.1,68.0,93,0,337.5,57.0
2025-11-25 18:03:40+00:00,272,309.0,365.0,17.1,68.0,93,0,337.0,56.0
2025-11-25 18:04:00+00:00,273,309.0,365.0,17.1,67.9,92,0,337.0,56.0
2025-11-25 18:04:20+00:00,274,309.0,366.0,17.1,67.8,92,0,337.5,57.0
2025-11-25 18:04:40+00:00,275,309.0,366.0,17.1,67.9,93,0,337.5,57.0
2025-11-25 18:05:00+00:00,276,308.0,365.0,17.1,67.7,93,0,336.5,57.0
2025-11-25 18:05:20+00:00,277,309.0,366.0,17.1,67.6,92,0,337.5,57.0
2025-11-25 18:05:40+00:00,278,309.0,366.0,17.1,67.5,92,0,337.5,57.0
2025-11-25 18:06:00+00:00,279,309.0,366.0,17.1,67.5,92,0,337.5,57.0
2025-11-25 18:06:20+00:00,280,310.0,366.0,17.1,67.4,93,0,338.0,56.0
2025-11-25 18:06:40+00:00,281,309.0,366.0,17.1,67.2,93,0,337.5,57.0
2025-11-25 18:07:00+00:00,282,309.0,365.0,17.1,67.0,93,0,337.0,56.0
2025-11-25 18:07:20+00:00,283,309.0,366.0,17.1,67.0,92,0,337.5,57.0
2025-11-25 18:07:40+00:00,284,309.0,366.0,17.0,67.1,93,0,337.5,57.0
2025-11-25 18:08:00+00:00,285,309.0,365.0,17.0,67.3,93,0,337.0,56.0
2025-11-25 18:08:20+00:00,286,310.0,366.0,17.1,67.3,93,0,338.0,56.0
2025-11-25 18:08:40+00:00,287,310.0,366.0,17.0,67.4,93,0,338.0,56.0
2025-11-25 18:09:00+00:00,288,309.0,366.0,17.0,67.5,93,0,337.5,57.0
2025-11-25 18:09:20+00:00,289,310.0,366.0,17.1,67.7,94,0,338.0,56.0
2025-11-25 18:09:40+00:00,290,309.0,366.0,17.1,67.7,92,0,337.5,57.0
2025-11-25 18:10:00+00:00,291,309.0,366.0,17.1,67.6,93,0,337.5,57.0
2025-11-25 18:10:20+00:00,292,309.0,365.0,17.1,67.9,93,0,337.0,56.0
2025-11-25 18:10:40+00:00,293,310.0,366.0,17.1,67.8,93,0,338.0,56.0
2025-11-25 18:11:00+00:00,294,308.0,365.0,17.1,67.9,93,0,336.5,57.0
2025-11-25 18:11:20+00:00,295,309.0,365.0,17.1,67.9,93,0,337.0,56.0
2025-11-25 18:11:40+00:00,296,309.0,366.0,17.1,68.0,94,0,337.5,57.0
