created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2025-10-23T15:49:52+00:00,41,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:50:09+00:00,42,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:50:26+00:00,43,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:50:42+00:00,44,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:50:58+00:00,45,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:51:15+00:00,46,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:51:31+00:00,47,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:51:48+00:00,48,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:52:04+00:00,49,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:52:21+00:00,50,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:52:38+00:00,51,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:52:54+00:00,52,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:53:10+00:00,53,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:53:27+00:00,54,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:53:43+00:00,55,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:54:00+00:00,56,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:54:16+00:00,57,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:54:33+00:00,58,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:54:49+00:00,59,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:55:05+00:00,60,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:55:22+00:00,61,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:55:38+00:00,62,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:55:55+00:00,63,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:56:11+00:00,64,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:56:28+00:00,65,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:56:44+00:00,66,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:57:01+00:00,67,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:57:17+00:00,68,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:57:34+00:00,69,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:57:51+00:00,70,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:58:08+00:00,71,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:58:24+00:00,72,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:58:41+00:00,73,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:58:57+00:00,74,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:59:13+00:00,75,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:59:30+00:00,76,450,520,22.80,46.50,300,1,,,,
2025-10-23T15:59:46+00:00,77,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:00:03+00:00,78,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:00:19+00:00,79,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:00:35+00:00,80,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:00:52+00:00,81,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:01:08+00:00,82,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:01:25+00:00,83,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:01:41+00:00,84,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:01:58+00:00,85,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:02:14+00:00,86,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:02:31+00:00,87,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:02:47+00:00,88,450,520,22.80,46.50,300,1,,,,
2025-10-23T16:03:04+00:00,89,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:10:34+00:00,90,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:10:51+00:00,91,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:11:07+00:00,92,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:11:24+00:00,93,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:11:40+00:00,94,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:11:57+00:00,95,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:12:13+00:00,96,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:12:30+00:00,97,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:12:46+00:00,98,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:13:03+00:00,99,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:13:19+00:00,100,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:13:36+00:00,101,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:14:56+00:00,102,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:15:12+00:00,103,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:15:29+00:00,104,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:15:46+00:00,105,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:16:02+00:00,106,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:16:19+00:00,107,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:16:35+00:00,108,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:16:51+00:00,109,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:17:08+00:00,110,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:17:24+00:00,111,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:17:41+00:00,112,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:17:57+00:00,113,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:18:14+00:00,114,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:18:30+00:00,115,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:18:47+00:00,116,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:19:03+00:00,117,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:19:20+00:00,118,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:19:36+00:00,119,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:19:52+00:00,120,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:20:09+00:00,121,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:20:25+00:00,122,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:20:42+00:00,123,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:20:58+00:00,124,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:21:16+00:00,125,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:21:32+00:00,126,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:21:49+00:00,127,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:22:05+00:00,128,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:22:21+00:00,129,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:22:38+00:00,130,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:22:54+00:00,131,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:23:11+00:00,132,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:23:27+00:00,133,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:23:44+00:00,134,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:25:01+00:00,135,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:25:18+00:00,136,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:25:34+00:00,137,450,520,22.80,46.50,300,1,,,,
2025-10-27T08:26:40+00:00,138,598,611,24.40,63.10,823,1,,,,
2025-10-27T08:26:57+00:00,139,701,614,24.40,46.10,400,1,,,,
2025-10-27T08:27:13+00:00,140,499,690,29.60,68.70,671,1,,,,
2025-10-27T08:27:30+00:00,141,551,576,20.30,44.40,566,0,,,,
2025-10-27T08:27:46+00:00,142,663,542,29.60,51.50,320,1,,,,
2025-10-27T08:28:03+00:00,143,536,613,19.50,69.00,626,1,,,,
2025-10-27T08:28:19+00:00,144,494,578,26.40,47.40,832,0,,,,
2025-10-27T08:28:35+00:00,145,547,519,20.00,57.80,228,0,,,,
2025-10-27T08:28:52+00:00,146,463,531,22.10,74.10,481,0,,,,
2025-10-27T08:29:08+00:00,147,696,679,21.90,52.50,228,1,,,,
2025-10-27T08:29:25+00:00,148,532,522,19.30,69.60,729,0,,,,
2025-10-27T08:29:41+00:00,149,491,590,26.40,66.90,498,0,,,,
2025-10-27T08:29:58+00:00,150,738,628,21.00,66.10,777,1,,,,
2025-10-27T08:30:15+00:00,151,656,471,27.30,48.80,566,1,,,,
2025-10-27T08:30:31+00:00,152,683,625,26.30,41.80,812,1,,,,
2025-10-27T08:30:48+00:00,153,738,661,28.10,71.20,664,1,,,,
2025-10-27T08:31:04+00:00,154,536,476,29.30,73.60,390,0,,,,
2025-10-27T08:31:20+00:00,155,550,446,29.50,59.40,423,0,,,,
2025-10-27T08:31:37+00:00,156,725,590,22.30,73.50,583,1,,,,
2025-10-27T08:31:53+00:00,157,701,496,19.70,37.30,338,1,,,,
2025-10-27T08:32:10+00:00,158,599,579,20.70,69.40,359,0,,,,
2025-10-27T08:32:26+00:00,159,713,599,28.70,40.40,877,1,,,,
2025-10-27T08:32:42+00:00,160,723,450,19.90,51.60,308,1,,,,
2025-10-27T08:32:59+00:00,161,609,631,19.30,38.20,619,1,,,,
2025-10-27T08:33:16+00:00,162,663,583,26.10,53.30,245,1,,,,
2025-10-27T08:33:33+00:00,163,667,517,19.90,62.20,485,1,,,,
2025-10-27T08:33:49+00:00,164,576,718,19.90,69.40,215,1,,,,
2025-10-27T08:34:06+00:00,165,675,621,23.30,66.70,260,1,,,,
2025-10-27T08:34:22+00:00,166,708,504,29.10,41.30,329,1,,,,
2025-10-27T08:34:39+00:00,167,561,478,25.90,54.10,280,0,,,,
2025-10-27T08:34:55+00:00,168,529,555,22.10,72.70,663,0,,,,
2025-10-27T08:35:11+00:00,169,504,640,28.50,49.50,641,1,,,,
2025-10-27T08:35:28+00:00,170,453,565,23.10,67.70,313,0,,,,
2025-10-27T08:35:44+00:00,171,517,712,25.60,66.50,677,1,,,,
2025-10-27T08:36:01+00:00,172,692,671,21.00,65.20,658,1,,,,
2025-10-27T08:36:17+00:00,173,468,587,24.00,41.50,592,0,,,,
2025-10-27T08:36:34+00:00,174,647,590,25.80,50.80,604,1,,,,
2025-10-27T08:36:50+00:00,175,711,495,24.60,69.60,704,1,,,,
2025-10-27T08:37:06+00:00,176,510,670,21.60,50.00,642,1,,,,
2025-10-27T08:37:23+00:00,177,500,693,20.00,61.40,593,1,,,,
2025-10-27T08:37:39+00:00,178,646,720,27.00,70.60,605,1,,,,
2025-10-27T08:37:56+00:00,179,484,628,22.00,53.90,311,1,,,,
2025-10-27T08:38:12+00:00,180,514,601,20.10,73.10,573,1,,,,
2025-10-27T08:38:28+00:00,181,589,705,26.40,59.80,652,1,,,,
2025-10-27T08:38:45+00:00,182,692,468,25.00,66.30,341,1,,,,
2025-10-27T08:39:01+00:00,183,618,659,22.80,55.40,457,1,,,,
2025-10-27T08:39:18+00:00,184,696,642,28.70,43.30,397,1,,,,
2025-10-27T08:39:34+00:00,185,470,657,29.60,71.60,426,1,,,,
2025-10-27T08:39:51+00:00,186,578,676,22.40,37.10,763,1,,,,
2025-10-27T08:40:08+00:00,187,494,700,22.30,42.10,267,1,,,,
2025-10-27T08:40:24+00:00,188,535,589,21.40,68.50,695,0,,,,
2025-10-27T08:40:41+00:00,189,724,683,26.10,56.70,219,1,,,,
2025-10-27T08:40:57+00:00,190,451,493,28.40,55.90,452,0,,,,
2025-10-27T08:41:14+00:00,191,583,535,21.80,61.20,881,0,,,,
2025-10-27T08:41:31+00:00,192,453,562,18.00,45.80,244,0,,,,
2025-10-27T08:41:47+00:00,193,676,650,25.60,65.40,679,1,,,,
2025-10-27T08:42:04+00:00,194,694,708,27.30,44.60,491,1,,,,
2025-10-27T08:42:20+00:00,195,481,483,20.10,68.60,382,0,,,,
2025-10-27T08:42:37+00:00,196,628,622,19.70,36.20,765,1,,,,
2025-10-27T08:42:53+00:00,197,652,513,29.10,66.20,590,1,,,,
2025-10-27T08:43:09+00:00,198,593,455,21.30,72.20,457,0,,,,
2025-10-27T10:00:12+00:00,199,491,738,20.30,72.70,539,1,,,,
2025-10-27T10:00:28+00:00,200,473,447,23.60,66.90,683,0,,,,
2025-10-27T10:00:45+00:00,201,635,728,18.20,44.00,596,1,,,,
2025-10-27T10:01:02+00:00,202,660,622,24.10,65.00,290,1,,,,
2025-10-27T10:01:19+00:00,203,631,666,28.80,69.50,745,1,,,,
2025-10-27T10:01:35+00:00,204,493,456,22.40,56.20,510,0,,,,
2025-10-27T10:01:52+00:00,205,500,675,24.30,57.00,608,1,,,,
2025-10-27T10:02:08+00:00,206,615,522,27.60,59.60,603,1,,,,
2025-10-27T10:02:25+00:00,207,650,506,20.20,53.40,503,1,,,,
2025-10-27T10:02:41+00:00,208,579,699,23.10,72.80,877,1,,,,
2025-10-27T10:02:58+00:00,209,625,571,23.30,62.60,573,1,,,,
2025-10-27T10:03:14+00:00,210,651,593,18.70,42.50,878,1,,,,
2025-10-27T10:03:31+00:00,211,603,620,23.30,73.50,866,1,,,,
2025-10-27T10:03:47+00:00,212,739,599,20.90,73.90,854,1,,,,
2025-10-27T10:04:04+00:00,213,523,624,21.70,40.00,300,1,,,,
2025-10-27T10:04:20+00:00,214,562,519,26.80,72.40,703,0,,,,
2025-10-27T10:04:37+00:00,215,610,567,21.80,42.30,272,1,,,,
2025-10-27T10:04:53+00:00,216,558,719,29.60,45.50,545,1,,,,
2025-10-27T10:05:10+00:00,217,524,659,27.70,64.50,357,1,,,,
2025-10-27T10:05:26+00:00,218,648,645,20.50,44.10,522,1,,,,
2025-10-27T10:05:43+00:00,219,535,663,29.10,44.00,422,1,,,,
2025-10-27T10:05:59+00:00,220,505,715,26.00,56.90,452,1,,,,
2025-10-27T10:06:16+00:00,221,625,564,22.90,65.10,257,1,,,,
2025-10-27T10:06:32+00:00,222,686,482,18.60,69.00,625,1,,,,
2025-10-27T10:06:49+00:00,223,630,696,28.50,49.30,712,1,,,,
2025-10-27T10:07:05+00:00,224,631,667,26.60,66.30,342,1,,,,
2025-10-27T10:07:22+00:00,225,731,451,25.70,70.60,309,1,,,,
2025-10-27T10:07:38+00:00,226,599,657,28.50,72.70,466,1,,,,
2025-10-27T10:07:55+00:00,227,475,571,27.10,70.50,755,0,,,,
2025-10-27T10:08:11+00:00,228,548,468,28.10,40.50,491,0,,,,
2025-10-27T10:08:28+00:00,229,663,592,22.60,64.50,817,1,,,,
2025-10-27T10:08:44+00:00,230,633,671,29.60,48.60,387,1,,,,
2025-10-27T10:09:00+00:00,231,703,539,21.60,71.40,323,1,,,,
2025-10-27T10:09:17+00:00,232,546,449,26.30,51.90,583,0,,,,
2025-10-27T10:09:33+00:00,233,701,430,23.10,66.40,576,1,,,,
2025-10-27T10:09:50+00:00,234,613,613,25.60,73.70,263,1,,,,
2025-10-27T10:10:06+00:00,235,588,616,22.80,57.00,582,1,,,,
2025-10-27T10:10:23+00:00,236,479,490,25.40,57.00,788,0,,,,
2025-10-27T10:10:39+00:00,237,660,515,19.00,55.50,448,1,,,,
2025-10-27T10:10:56+00:00,238,595,507,26.70,64.10,704,0,,,,
2025-10-27T10:11:12+00:00,239,587,617,29.50,54.50,718,1,,,,
2025-10-27T10:11:29+00:00,240,748,514,22.00,71.10,808,1,,,,
2025-10-27T10:11:45+00:00,241,674,524,18.50,54.50,467,1,,,,
2025-10-27T10:12:02+00:00,242,463,649,19.50,40.20,879,1,,,,
2025-10-27T10:12:19+00:00,243,737,507,18.90,65.20,698,1,,,,
2025-10-27T10:12:35+00:00,244,464,575,22.90,51.20,792,0,,,,
2025-10-27T10:12:52+00:00,245,636,611,20.80,46.70,278,1,,,,
2025-10-27T10:13:08+00:00,246,724,643,25.70,61.20,516,1,,,,
2025-10-27T10:13:24+00:00,247,554,467,29.50,41.00,890,0,,,,
2025-10-27T10:13:41+00:00,248,569,680,18.90,72.20,249,1,,,,
2025-10-27T10:13:57+00:00,249,651,579,27.20,38.10,699,1,,,,
2025-10-27T10:14:14+00:00,250,610,720,29.90,67.00,706,1,,,,
2025-10-27T10:14:30+00:00,251,711,471,25.80,45.30,480,1,,,,
2025-10-27T10:14:47+00:00,252,662,502,21.40,72.10,825,1,,,,
2025-10-27T10:15:03+00:00,253,462,523,28.70,53.40,218,0,,,,
2025-10-27T10:15:20+00:00,254,486,728,29.60,46.70,345,1,,,,
2025-10-27T10:15:36+00:00,255,562,713,21.00,47.00,626,1,,,,
2025-10-27T10:15:53+00:00,256,575,548,29.40,62.50,677,0,,,,
2025-10-27T10:16:09+00:00,257,700,608,19.00,49.30,638,1,,,,
2025-10-27T10:16:26+00:00,258,634,624,25.80,61.20,219,1,,,,
2025-10-27T10:16:42+00:00,259,590,700,23.50,45.30,382,1,,,,
2025-10-27T10:16:59+00:00,260,452,595,27.60,49.30,573,0,,,,
2025-10-27T10:17:15+00:00,261,670,632,22.60,63.10,649,1,,,,
2025-10-27T10:17:33+00:00,262,731,714,27.20,44.20,583,1,,,,
2025-10-27T10:17:49+00:00,263,513,571,26.00,47.20,674,0,,,,
2025-10-27T10:18:05+00:00,264,559,561,21.10,46.30,670,0,,,,
2025-10-27T10:18:22+00:00,265,525,635,26.10,51.00,381,1,,,,
2025-10-27T10:18:39+00:00,266,644,431,22.50,70.70,720,1,,,,
2025-10-27T10:18:55+00:00,267,613,621,20.50,37.40,684,1,,,,
2025-10-27T10:19:12+00:00,268,497,434,19.30,60.20,722,0,,,,
2025-10-27T10:19:28+00:00,269,646,580,26.80,53.50,701,1,,,,
2025-10-27T10:19:45+00:00,270,708,519,22.00,37.80,736,1,,,,
2025-10-27T10:20:03+00:00,271,704,545,26.90,38.80,444,1,,,,
2025-10-27T10:20:19+00:00,272,511,640,25.40,63.80,408,1,,,,
2025-10-27T10:20:35+00:00,273,651,636,18.20,38.70,406,1,,,,
2025-10-27T10:20:52+00:00,274,665,723,26.10,72.30,657,1,,,,
2025-10-27T10:21:09+00:00,275,531,432,26.20,43.80,789,0,,,,
2025-10-27T10:21:25+00:00,276,551,576,22.30,64.40,678,0,,,,
2025-10-27T10:21:41+00:00,277,538,715,26.40,50.80,397,1,,,,
2025-10-27T10:21:58+00:00,278,748,627,25.90,58.90,731,1,,,,
2025-10-27T10:22:14+00:00,279,730,505,26.50,48.30,865,1,,,,
2025-10-27T10:22:31+00:00,280,663,648,23.10,73.90,261,1,,,,
2025-10-27T10:22:47+00:00,281,686,584,26.20,56.50,215,1,,,,
2025-10-27T10:23:03+00:00,282,741,448,24.50,38.80,764,1,,,,
2025-10-27T10:23:20+00:00,283,511,542,26.10,52.10,692,0,,,,
2025-10-27T10:23:36+00:00,284,664,431,20.20,47.20,766,1,,,,
2025-10-27T10:23:53+00:00,285,593,631,28.10,67.40,336,1,,,,
2025-10-27T10:24:09+00:00,286,600,720,29.80,66.10,377,1,,,,
2025-10-27T10:24:26+00:00,287,570,644,26.30,37.60,763,1,,,,
2025-10-27T10:24:42+00:00,288,746,618,19.00,39.30,807,1,,,,
2025-10-27T10:24:59+00:00,289,474,691,18.20,43.00,878,1,,,,
2025-10-27T10:25:15+00:00,290,527,553,22.20,49.90,510,0,,,,
2025-10-27T10:25:33+00:00,291,558,635,21.80,45.20,477,1,,,,
2025-10-27T10:25:49+00:00,292,589,542,20.50,69.10,863,0,,,,
2025-10-27T10:26:05+00:00,293,611,587,29.60,37.80,574,1,,,,
2025-10-27T10:26:22+00:00,294,725,447,18.90,59.10,702,1,,,,
2025-10-27T10:26:38+00:00,295,587,501,20.40,39.00,610,0,,,,
2025-10-27T10:26:55+00:00,296,747,678,26.50,61.40,689,1,,,,
2025-10-27T10:27:11+00:00,297,527,460,27.20,39.70,862,0,,,,
2025-10-27T10:27:27+00:00,298,453,454,21.40,37.20,705,0,,,,
2025-10-27T10:27:44+00:00,299,737,574,20.00,38.30,565,1,,,,
2025-10-27T10:28:00+00:00,300,676,484,19.00,48.50,402,1,,,,
2025-10-27T10:28:17+00:00,301,649,720,18.40,45.20,833,1,,,,
2025-10-27T10:28:34+00:00,302,704,529,25.60,67.80,821,1,,,,
2025-10-27T10:28:50+00:00,303,496,717,23.40,64.10,874,1,,,,
2025-10-27T10:29:07+00:00,304,606,476,22.20,72.60,686,1,,,,
2025-10-27T10:29:23+00:00,305,525,496,21.80,45.90,744,0,,,,
2025-10-27T10:29:39+00:00,306,520,617,29.40,66.10,881,1,,,,
2025-10-27T10:29:56+00:00,307,616,433,19.30,55.90,796,1,,,,
2025-10-27T10:30:13+00:00,308,583,691,21.20,68.40,705,1,,,,
2025-10-27T10:30:29+00:00,309,646,712,18.30,61.80,760,1,,,,
2025-10-27T10:30:46+00:00,310,624,581,27.60,36.20,691,1,,,,
2025-10-27T10:31:03+00:00,311,483,666,24.20,71.80,767,1,,,,
2025-10-27T10:31:19+00:00,312,637,578,25.70,64.40,536,1,,,,
2025-10-27T10:31:36+00:00,313,528,617,20.50,36.90,294,1,,,,
2025-10-27T10:31:52+00:00,314,490,729,29.40,60.10,337,1,,,,
2025-10-27T10:32:09+00:00,315,549,632,29.30,36.00,615,1,,,,
2025-10-27T10:32:25+00:00,316,649,690,25.10,66.60,596,1,,,,
2025-10-27T10:32:42+00:00,317,639,448,24.60,56.20,686,1,,,,
2025-10-27T10:32:58+00:00,318,543,702,23.00,37.10,421,1,,,,
2025-10-27T10:33:15+00:00,319,526,442,23.20,46.00,404,0,,,,
2025-10-27T10:33:31+00:00,320,643,542,21.70,64.10,833,1,,,,
2025-10-27T10:33:49+00:00,321,525,739,22.20,53.80,472,1,,,,
2025-10-27T10:34:05+00:00,322,732,641,23.20,66.80,678,1,,,,
2025-10-27T10:34:22+00:00,323,611,573,20.50,61.30,803,1,,,,
2025-10-27T10:34:38+00:00,324,641,664,28.70,69.70,274,1,,,,
2025-10-27T10:34:55+00:00,325,712,673,18.60,38.80,699,1,,,,
2025-10-27T10:35:11+00:00,326,528,570,20.90,55.20,787,0,,,,
2025-10-27T10:35:28+00:00,327,650,573,24.50,40.30,759,1,,,,
2025-10-27T10:35:44+00:00,328,581,726,22.30,52.10,702,1,,,,
2025-10-27T10:36:01+00:00,329,603,595,29.20,56.20,549,1,,,,
2025-10-27T10:36:17+00:00,330,667,528,20.70,66.90,432,1,,,,
2025-10-27T10:36:33+00:00,331,720,510,23.90,51.70,314,1,,,,
2025-10-27T10:36:50+00:00,332,703,552,18.30,54.80,648,1,,,,
2025-10-27T10:37:06+00:00,333,456,517,25.40,69.90,300,0,,,,
2025-10-27T10:37:23+00:00,334,683,462,21.30,45.10,488,1,,,,
2025-10-27T10:37:39+00:00,335,654,525,22.40,65.30,219,1,,,,
2025-10-27T10:37:56+00:00,336,570,507,23.40,58.20,606,0,,,,
2025-10-27T10:38:12+00:00,337,644,669,21.40,51.30,638,1,,,,
2025-10-27T10:38:29+00:00,338,464,519,27.30,35.60,606,0,,,,
2025-10-27T10:38:45+00:00,339,723,526,27.80,59.90,639,1,,,,
2025-10-27T10:39:01+00:00,340,452,504,18.70,37.10,832,0,,,,
2025-10-27T10:39:19+00:00,341,492,465,19.20,72.90,281,0,,,,
2025-10-27T10:39:36+00:00,342,675,739,25.10,40.20,630,1,,,,
2025-10-27T10:39:52+00:00,343,583,587,27.40,73.40,251,0,,,,
2025-10-27T10:40:09+00:00,344,578,737,27.60,49.50,554,1,,,,
2025-10-27T10:40:25+00:00,345,576,647,22.00,63.30,508,1,,,,
2025-10-27T10:40:41+00:00,346,476,477,18.30,59.80,488,0,,,,
2025-10-27T10:40:58+00:00,347,563,580,21.80,74.90,713,0,,,,
2025-10-27T10:41:15+00:00,348,671,661,26.10,36.80,743,1,,,,
2025-10-27T10:41:31+00:00,349,494,479,19.50,66.40,488,0,,,,
2025-10-27T10:41:48+00:00,350,488,657,29.10,45.60,669,1,,,,
2025-10-27T10:42:04+00:00,351,536,494,18.40,63.90,271,0,,,,
2025-10-27T10:42:21+00:00,352,673,657,26.10,66.90,652,1,,,,
2025-10-27T10:42:38+00:00,353,681,692,28.00,52.90,502,1,,,,
2025-10-27T10:42:54+00:00,354,726,550,24.60,57.70,611,1,,,,
2025-10-27T10:43:11+00:00,355,554,601,19.80,37.00,859,1,,,,
2025-10-27T10:43:27+00:00,356,701,528,24.50,42.40,799,1,,,,
